Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Nissan Pathfinder Platinum,"$49,562 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 6 mi. 
2023 GMC Yukon SLT,"$73,075 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 0 mi. 
2017 GMC Yukon Denali,"$42,994 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV," 63,782 mi. "
2023 Chevrolet Colorado Trail Boss,"$42,610 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 7 mi. 
2022 Lexus RX 350 Base,"$49,350 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC, – 
2022 Ford F-150 XL,"$37,990 ", Four-wheel Drive ,Gasoline ,–,2.7L V6 24V PDI DOHC Twin Turbo, 551 mi. 
2022 Toyota Tacoma TRD Sport,"$39,582 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC, 0 mi. 
2022 Mercedes-Benz C-Class C 300 4MATIC,"$49,910 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 20 mi. 
2023 Ford Ranger XL,"$29,145 ", Rear-wheel Drive ,Gasoline ,Automatic,2.3L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Ford Bronco Wildtrak,"$71,405 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Dodge Challenger SXT,"$39,620 ", All-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 1 mi. 
2023 Ford Ranger XLT,"$43,976 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 12 mi. 
2022 Ford Mustang GT Premium,"$47,693 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 3 mi. 
2023 BMW 760 760i xDrive,"$117,945 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 30 mi. 
2023 Toyota Tundra Hybrid Limited,"$64,332 ", Rear-wheel Drive ,Hybrid ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid, 1 mi. 
2023 Land Rover Defender 110 X,"$102,295 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 12 mi. 
2023 Chevrolet Tahoe RST,"$68,625 ", RWD ,Gasoline ,–,5.3L V8 16V GDI OHV, 3 mi. 
2023 Chevrolet Tahoe LS,"$63,990 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV, 2 mi. 
2023 Nissan Frontier PRO-4X,"$44,050 ", Four-wheel Drive ,Gasoline ,Automatic,3.8L V6 24V GDI DOHC, 17 mi. 
2023 Volkswagen Jetta 1.5T Sport,"$24,428 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,1.5L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Volkswagen Atlas 3.6L SE w/Technology,"$43,456 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC, 17 mi. 
2022 Ford F-150 XLT,"$46,580 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 13 mi. 
2023 Toyota Sequoia TRD Pro,"$79,094 ", 4WD ,Hybrid ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid, – 
2023 Volkswagen Tiguan 2.0T S,"$27,683 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 GMC Sierra 1500 AT4,"$97,990 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 16 mi. 
2023 Mercedes-Benz EQE 500 AMG LINE,"$94,790 ", – ,– ,1-Speed Automatic,–, 5 mi. 
2023 Ford Bronco Big Bend,"$52,875 ", Four-wheel Drive ,Gasoline ,Automatic,2.3L I4 16V GDI DOHC Turbo, – 
2023 BMW X5 xDrive40i,"$73,499 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 9 mi. 
2023 GMC Sierra 1500 SLT,"$68,345 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 3 mi. 
2022 Toyota Tundra Limited,"$60,937 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 2 mi. 
2023 Jeep Grand Cherokee L Limited,"$49,673 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 9 mi. 
2023 Toyota Tundra Hybrid Limited,"$56,842 ", Rear-wheel Drive ,Hybrid ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid, 6 mi. 
2023 Land Rover Defender 90 Carpathian Edition,"$118,620 ", Four-wheel Drive ,Gasoline ,Automatic,5.0L V8 32V GDI DOHC Supercharged, 3 mi. 
2023 RAM 2500 Laramie,"$87,065 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 3 mi. 
2024 Chevrolet Trax RS,"$25,645 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.2L Turbo DOHC, 12 mi. 
2023 Ford Bronco Wildtrak,"$72,345 ", Four-wheel Drive ,Gasoline ,–,2.7L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2022 Ford F-150 XLT,"$52,735 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 22 mi. 
2023 Toyota 4Runner TRD Off Road Premium,"$53,596 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC, 0 mi. 
2023 Chevrolet Colorado LT,"$34,800 ", RWD ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 0 mi. 
2023 BMW 330 i xDrive,"$49,695 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Jeep Wrangler Sport,"$44,590 ", Four-wheel Drive ,Gasoline ,6-Speed Manual,3.6L V6 24V MPFI DOHC, 22 mi. 
2023 Chevrolet Tahoe Z71,"$71,388 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV, – 
2023 Chevrolet Suburban Premier,"$80,775 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV, 19 mi. 
2022 Maserati Levante Modena,"$79,985 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 5 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$91,240 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, – 
2023 Dodge Challenger R/T Scat Pack,"$65,485 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, – 
2023 Chrysler Pacifica Touring-L,"$41,670 ", Front-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2023 Dodge Hornet GT Plus,"$39,075 ", AWD ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"$67,395 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo, 5 mi. 
2023 Honda CR-V Hybrid Sport,"$34,150 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, 3 mi. 
2023 Toyota Tundra Limited,"$60,673 ", 4WD ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Ford Mustang Mach-E GT,"$72,595 ", All-wheel Drive ,Automatic,Electric, 3FMTK4SXXPMA24835 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 Toyota Tundra Limited,"$59,972 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2023 GMC Sierra 1500 Elevation,Not Priced, Four-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, 0 mi. 
2023 Dodge Charger SRT Hellcat Widebody,"$100,015 ", Rear-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V MPFI OHV Supercharged, 20 mi. 
2023 Aston Martin Vantage ,"$193,986 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 9 mi. 
2024 Chevrolet Silverado 2500 LT,"$60,180 ", 4WD ,Gasoline ,Automatic CVT,6.6L V8, 5 mi. 
2023 Jeep Grand Cherokee Altitude,"$51,370 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 15 mi. 
2023 Dodge Challenger SRT Hellcat,"$84,738 ", Rear-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V MPFI OHV Supercharged, 3 mi. 
2023 Nissan Pathfinder Platinum,"$53,310 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 2 mi. 
2023 Land Rover Discovery P360 Metropolitan Edition,"$89,520 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 41 mi. 
2023 Kia Sorento Plug-In Hybrid SX Prestige,"$53,985 ", All-wheel Drive ,Hybrid ,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 9 mi. 
2023 INFINITI QX60 SENSORY,"$64,620 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 2 mi. 
2023 Ford Bronco ,"$49,888 ", Four-wheel Drive ,Gasoline ,–,2.3L I4 16V GDI DOHC Turbo, – 
2023 Jeep Grand Cherokee Summit,"$63,302 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 10 mi. 
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,252 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC, 10 mi. 
2023 Land Rover Range Rover Autobiography,"$210,790 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 10 mi. 
2019 Mazda CX-5 Grand Touring,"$25,494 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC," 53,254 mi. "
2023 Jeep Grand Cherokee L Overland,"$54,532 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 14 mi. 
2023 Lexus LC 500 Base,"$114,660 ", Rear-wheel Drive ,Gasoline ,Automatic,5.0L V8 32V PDI DOHC, 8 mi. 
2023 Honda Pilot TrailSport,"$51,845 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC, 2 mi. 
2023 Chevrolet Corvette Stingray w/2LT,"$103,385 ", Rear-wheel Drive ,Gasoline ,8-Speed,6.2L V8 16V GDI OHV, 3 mi. 
2023 Toyota RAV4 Hybrid Limited,"$43,493 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 1 mi. 
2023 Audi e-tron GT Premium Plus,"$99,940 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUFJBFW6P7005121 ,"

Adaptive Cruise ControlHeated SeatsNavigation System

"
2023 Chevrolet Trailblazer LT,"$28,595 ", Front-wheel Drive ,Gasoline ,Automatic,1.2L I3 12V GDI DOHC Turbo, 5 mi. 
2023 Mercedes-Benz GLS 450 4MATIC,"$93,885 ", AWD ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2023 Buick Encore GX Select,"$29,434 ", All-wheel Drive ,Gasoline ,Automatic,1.3L I3 12V GDI DOHC Turbo, 6 mi. 
2023 Land Rover Range Rover P530 SE,"$139,825 ", All-wheel Drive ,Gasoline ,ZF 8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 16 mi. 
2023 Lexus RX 350h Premium,"$55,490 ", All-wheel Drive ,Hybrid ,Automatic,2.5L I4 16V PDI DOHC Hybrid, 9 mi. 
2023 Dodge Durango R/T,"$58,229 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 5 mi. 
2023 RAM 1500 TRX,"$96,240 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged, 10 mi. 
2023 Lincoln Navigator Reserve,"$103,665 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Jeep Wrangler Rubicon,"$71,075 ", 4WD ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, – 
2022 Ford Explorer ST-Line,"$47,130 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 14 mi. 
2023 Nissan Frontier PRO-4X,"$44,690 ", Four-wheel Drive ,Gasoline ,Automatic,3.8L V6 24V GDI DOHC, 11 mi. 
2022 Dodge Charger GT,"$48,340 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 9,325 mi. "
2023 GMC Sierra 1500 Denali,"$73,880 ", 4WD ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, 3 mi. 
2023 Ford F-150 Tremor,"$84,415 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Ford Bronco Wildtrak,"$77,980 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Genesis G70 2.0T,"$39,322 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 3,459 mi. "
2023 Hyundai Palisade Calligraphy,"$51,905 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC, 6 mi. 
2023 Mercedes-Benz EQS 450+ Base,"$113,840 ", Rear-wheel Drive ,Automatic,Electric, 4JGDM2DB3PA012995 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Jeep Cherokee Altitude Lux,"$45,320 ", Four-wheel Drive ,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC, 11 mi. 
2023 Lexus ES 350 F SPORT Handling,"$50,405 ", Front-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC, 6 mi. 
2023 Mercedes-Benz EQB 250 250,"$56,810 ", FWD ,– ,1-Speed Automatic,Electric, – 
2023 Honda HR-V Sport,"$28,695 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC, 10 mi. 
2023 Mazda Mazda3 FWD w/Preferred Package,"$28,065 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC, 2 mi. 
2023 Chevrolet Traverse RS,"$45,470 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 3 mi. 
2023 Hyundai Palisade Calligraphy,"$54,285 ", AWD ,Gasoline ,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC, 19 mi. 
2022 RAM 1500 Limited,"$67,053 ", Four-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V MPFI OHV," 3,204 mi. "
2023 Ford Bronco Big Bend,"$48,105 ", Four-wheel Drive ,Gasoline ,Automatic,2.3L I4 16V GDI DOHC Turbo, 20 mi. 
2023 Toyota Tundra Limited,"$61,611 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Hyundai Sonata Hybrid SEL,"$32,460 ", Front-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Hybrid, 66 mi. 
2023 GMC Sierra 2500 Pro,"$48,728 ", Rear-wheel Drive ,Gasoline ,Automatic,6.6L V8 16V GDI OHV, 0 mi. 
2023 Ford Bronco Heritage Limited Edition,"$82,760 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Audi S4 3.0T Premium Plus,"$61,440 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 10 mi. 
2023 Ford Edge Titanium,"$45,020 ", All-wheel Drive ,Gasoline ,–,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Mercedes-Benz E-Class E 450 4MATIC,"$85,310 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 13 mi. 
2022 Dodge Challenger R/T Scat Pack,"$44,830 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,6.4L V8 16V MPFI OHV, 0 mi. 
2023 Kia Sorento Hybrid SX Prestige,"$44,640 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 15 mi. 
2023 GMC Sierra 1500 SLE,"$53,795 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Lexus ES 350 Base,"$47,630 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC, 6 mi. 
2024 Mazda CX-90 S Premium,"$57,622 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.3L, 150 mi. 
2022 RAM 1500 Big Horn,"$51,334 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 34 mi. 
2022 GMC Sierra 1500 Elevation,"$54,445 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, – 
2023 Chevrolet Silverado 1500 LTZ,"$68,345 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, 2 mi. 
2023 Hyundai Sonata Hybrid Limited,"$37,975 ", Front-wheel Drive ,Hybrid ,6-Speed Automatic with SHIFTRONIC,2.0L I4 16V GDI DOHC Hybrid, 26 mi. 
2023 Chevrolet Silverado 1500 ZR2,"$69,980 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 2 mi. 
2022 Ford F-250 Lariat,"$99,225 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 0 mi. 
2023 GMC Sierra 1500 Denali,"$78,390 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 10 mi. 
2023 Lexus ES 300h Base,"$50,370 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 15 mi. 
2023 Ford Bronco Outer Banks Advanced,"$44,508 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, – 
2022 RAM 3500 Longhorn,"$95,455 ", Four-wheel Drive ,Diesel ,Aisin 6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 13 mi. 
2024 BMW X5 sDrive40i,Not Priced, Rear-wheel Drive ,Gasoline ,Automatic,3.0L, 3 mi. 
2023 Ford Transit-250 Base,"$95,900 ", All-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,3.5L V6 24V GDI DOHC Twin Turbo, 354 mi. 
2023 GMC Sierra 1500 Elevation,"$63,657 ", Four-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, 5 mi. 
2024 BMW X5 xDrive40i,"$72,555 ", All-wheel Drive ,Gasoline ,Automatic,3.0L, 7 mi. 
2023 Hyundai Santa Fe HEV Limited,"$44,000 ", All-wheel Drive ,Hybrid ,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 4 mi. 
2023 Jeep Grand Cherokee Overland,"$57,951 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 8 mi. 
2022 RAM 1500 Big Horn,"$59,017 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, – 
2023 Chevrolet Trailblazer RS,"$27,495 ", Front-wheel Drive ,Gasoline ,–,1.3L I3 12V GDI DOHC Turbo, 15 mi. 
2022 Jeep Grand Cherokee Limited,"$47,475 ", Rear-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC," 4,099 mi. "
2023 Hyundai Santa Fe HEV Limited,"$42,867 ", All-wheel Drive ,Hybrid ,6-Speed Automatic with SHIFTRONIC,1.6L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2022 Ford F-150 Platinum,"$69,683 ", Four-wheel Drive ,Hybrid ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid, 2 mi. 
2023 Dodge Challenger SRT Hellcat,"$84,738 ", Rear-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V MPFI OHV Supercharged, 3 mi. 
2023 Hyundai IONIQ 5 SEL,"$52,820 ", All-wheel Drive ,Automatic,Electric, KM8KNDAF1PU177448 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2022 Mercedes-Benz C-Class C 300 4MATIC,"$50,550 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 11 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$90,210 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2023 Toyota 4Runner TRD Pro,"$55,534 ", Four-wheel Drive ,Gasoline ,Automatic,4.0L V6 24V MPFI DOHC, 10 mi. 
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Dark Theme,"$72,635 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2022 Lincoln Corsair Reserve,"$44,496 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 GMC Canyon Denali,"$59,805 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Jaguar F-TYPE P450,"$84,810 ", Rear-wheel Drive ,Gasoline ,Automatic,V8, 17 mi. 
2023 Ford Edge Titanium,"$44,695 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Cadillac CT4 Sport,"$46,940 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2024 GMC Sierra 2500 Denali,"$87,895 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.6L DURAMAX, 168 mi. 
2023 Mazda CX-50 2.5 Turbo Premium Package,"$41,370 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Chevrolet Colorado LT,"$33,095 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 1 mi. 
2023 Ford Bronco Outer Banks,"$59,485 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 6 mi. 
2024 Chevrolet Silverado 2500 LTZ,"$68,515 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.6L V8, – 
2022 Nissan Rogue Sport SV,"$29,926 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC, 7 mi. 
2023 Jeep Grand Cherokee L Limited,"$47,693 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 7 mi. 
2023 Audi S3 2.0T Premium Plus,"$56,615 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 13 mi. 
2023 Audi RS e-tron GT Base,"$157,790 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUBHBFW4P7902111 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System

"
2023 Toyota RAV4 Hybrid LE,"$33,678 ", All-wheel Drive ,Gasoline ,Automatic,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-i variab", 0 mi. 
2023 Ford Expedition Timberline,"$82,611 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 4 mi. 
2022 RAM 1500 Laramie,"$71,090 ", Four-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V MPFI OHV, 0 mi. 
2023 Toyota 4Runner TRD Pro,"$56,851 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC, 3 mi. 
2023 Nissan Pathfinder Platinum,"$52,100 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 1 mi. 
2023 Audi RS e-tron GT Base,"$157,195 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUBHBFW2P7900552 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation System

"
2023 GMC Yukon SLT,Not Priced, Rear-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 1 mi. 
2023 Mercedes-Benz S-Class S 580 4MATIC,"$148,120 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 13 mi. 
2023 GMC Sierra 1500 Pro,"$42,410 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Chevrolet Colorado WT,"$28,538 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, – 
2023 Subaru WRX Premium,"$34,638 ", All-wheel Drive ,Gasoline ,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo, 10 mi. 
2023 Alfa Romeo Giulia Ti,"$48,555 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI SOHC Turbo, 24 mi. 
2023 Jaguar F-TYPE P450,"$89,275 ", Rear-wheel Drive ,Gasoline ,Automatic,V8, 9 mi. 
2023 Jeep Grand Cherokee Overland,"$58,485 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 13 mi. 
2023 Jeep Gladiator Mojave,"$58,625 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic with Overdrive,3.6L V6 24V MPFI DOHC, 0 mi. 
2023 Lincoln Corsair Reserve,"$59,735 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, – 
2023 Acura Integra A-Spec Technology,"$38,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Kia Niro Plug-In Hybrid SX Touring,"$41,745 ", Front-wheel Drive ,Hybrid ,6-Speed DCT Automatic,1.6L I4 16V GDI DOHC Hybrid, 60 mi. 
2023 Mercedes-Benz AMG CLA 45 Base 4MATIC,Not Priced, All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo, 4 mi. 
2023 GMC Sierra 2500 AT4,"$81,250 ", Four-wheel Drive ,Diesel ,Automatic,6.6L V8 32V DDI OHV Turbo Diesel, 0 mi. 
